x,weight
-0.99968950388323076683,0.00079679206555201242944
-0.99836437586318167772,0.0018539607889469217323
-0.99598184298720929065,0.0029107318179349464084
-0.99254390032376262457,0.0039645543384446866737
-0.98805412632962379948,0.0050142027429275176925
-0.98251726356301467745,0.0060585455042359616833
-0.97593917458513646645,0.0070964707911538652691
-0.96832682846326421217,0.0081268769256987592174
-0.95968829144874253930,0.0091486712307833866326
-0.95003271778443763576,0.010160770535008415758
-0.93937033975275521693,0.011162102099838498591
-0.92771245672230869096,0.012151604671088319635
-0.91507142312089807421,0.013128229566961572637
-0.90146063531585234132,0.014090941772314860916
-0.88689451740242041606,0.015038721026994938006
-0.87138850590929650287,0.015970562902562291381
-0.85495903343460145546,0.016885479864245172450
-0.83762351122818712149,0.017782502316045260838
-0.81940031073793167554,0.018660679627411467385
-0.80030874413914081723,0.019519081140145022410
-0.78036904386743321760,0.020356797154333324595
-0.75960234117664749870,0.021172939892191298988
-0.73803064374440013285,0.021966644438744349195
-0.71567681234896762622,0.022737069658329374001
-0.69256453664217156134,0.023483399085926219842
-0.66871831004391615395,0.024204841792364691282
-0.64416340378496710680,0.024900633222483610288
-0.61892584012546857039,0.025570036005349361499
-0.59303236477757208068,0.026212340735672413913
-0.56651041856139716840,0.026826866725591762198
-0.53938810832435743623,0.027412962726029242823
-0.51169417715466767359,0.027970007616848334440
-0.48345797392059635977,0.028497411065085385646
-0.45470942216774300864,0.028994614150555236543
-0.42547898840730054536,0.029461089958167905970
-0.39579764982890860328,0.029896344136328385984
-0.36569686147231363503,0.030299915420827593794
-0.33520852289262542262,0.030671376123669149014
-0.30436494435449635302,0.031010332586313837423
-0.27319881259104914149,0.031316425596861355813
-0.24174315616384001233,0.031589330770727168558
-0.21003131046056720360,0.031828758894411006535
-0.17809688236761860276,0.032034456231992663218
-0.14597371465489694199,0.032206204794030250669
-0.11369585011066592091,0.032343822568575928429
-0.081297495464425558994,0.032447163714064269364
-0.048812985136049731112,0.032516118713868835987
-0.016276744849602969579,0.032550614492363166242
0.016276744849602969579,0.032550614492363166242
0.048812985136049731112,0.032516118713868835987
0.081297495464425558994,0.032447163714064269364
0.11369585011066592091,0.032343822568575928429
0.14597371465489694199,0.032206204794030250669
0.17809688236761860276,0.032034456231992663218
0.21003131046056720360,0.031828758894411006535
0.24174315616384001233,0.031589330770727168558
0.27319881259104914149,0.031316425596861355813
0.30436494435449635302,0.031010332586313837423
0.33520852289262542262,0.030671376123669149014
0.36569686147231363503,0.030299915420827593794
0.39579764982890860328,0.029896344136328385984
0.42547898840730054536,0.029461089958167905970
0.45470942216774300864,0.028994614150555236543
0.48345797392059635977,0.028497411065085385646
0.51169417715466767359,0.027970007616848334440
0.53938810832435743623,0.027412962726029242823
0.56651041856139716840,0.026826866725591762198
0.59303236477757208068,0.026212340735672413913
0.61892584012546857039,0.025570036005349361499
0.64416340378496710680,0.024900633222483610288
0.66871831004391615395,0.024204841792364691282
0.69256453664217156134,0.023483399085926219842
0.71567681234896762622,0.022737069658329374001
0.73803064374440013285,0.021966644438744349195
0.75960234117664749870,0.021172939892191298988
0.78036904386743321760,0.020356797154333324595
0.80030874413914081723,0.019519081140145022410
0.81940031073793167554,0.018660679627411467385
0.83762351122818712149,0.017782502316045260838
0.85495903343460145546,0.016885479864245172450
0.87138850590929650287,0.015970562902562291381
0.88689451740242041606,0.015038721026994938006
0.90146063531585234132,0.014090941772314860916
0.91507142312089807421,0.013128229566961572637
0.92771245672230869096,0.012151604671088319635
0.93937033975275521693,0.011162102099838498591
0.95003271778443763576,0.010160770535008415758
0.95968829144874253930,0.0091486712307833866326
0.96832682846326421217,0.0081268769256987592174
0.97593917458513646645,0.0070964707911538652691
0.98251726356301467745,0.0060585455042359616833
0.98805412632962379948,0.0050142027429275176925
0.99254390032376262457,0.0039645543384446866737
0.99598184298720929065,0.0029107318179349464084
0.99836437586318167772,0.0018539607889469217323
0.99968950388323076683,0.00079679206555201242944
